Title,Star Rating,Main Content,Review Date
every thing done with ease,Rated 5 out of 5 stars,,2023-10-26T15:27:09.000Z
Love BandH,Rated 5 out of 5 stars,Easy to deal with great site.,2023-10-26T14:40:29.000Z
Nine times out of ten,Rated 5 out of 5 stars,"Nine times out of ten, I get almost finished and then get a bad feeling about what I'm requesting. Today got the PayBo CC and felt comfortable and finished transaction to save the sales tax.",2023-10-26T13:12:51.000Z
Everything is made simple to understand.,Rated 5 out of 5 stars,,2023-10-26T09:06:44.000Z
It's Fast and efficient,Rated 5 out of 5 stars,,2023-10-26T08:07:12.000Z
Product review to follow soon.,Rated 5 out of 5 stars,I knew what I wanted so purchase was fast and easy.,2023-10-26T07:48:35.000Z
fast smooth transaction AAAAA+++++++++,Rated 5 out of 5 stars,fast and smooth transaction always thanks,2023-10-26T05:35:09.000Z
Great site for optics,Rated 5 out of 5 stars,"Great site, great options for finding the perfect optic.",2023-10-26T05:20:08.000Z
some lagging on payment otherwise just…,Rated 4 out of 5 stars,some lagging on payment otherwise just fine,2023-10-26T03:38:14.000Z
Great selection of quality products at…,Rated 5 out of 5 stars,Great selection of quality products at fair prices.,2023-10-26T02:29:48.000Z
in stock,Rated 5 out of 5 stars,"in stock, reliable, priced right, very fast delivery",2023-10-26T01:51:42.000Z
Ease of ordering,Rated 4 out of 5 stars,,2023-10-26T01:17:19.000Z
We LOVE working with B&H,Rated 5 out of 5 stars,We LOVE working with B&H. They have always been speedy and helpful when we have questions. Thank you!,2023-10-26T00:17:31.000Z
love the service,Rated 5 out of 5 stars,,2023-10-25T23:00:34.000Z
B&H had the items I needed at a good…,Rated 5 out of 5 stars,B&H had the items I needed at a good price and navigating their website was straight forward.,2023-10-25T22:50:01.000Z
Easy to select,Rated 5 out of 5 stars,"Easy to select, good prod info, helpful reviews.",2023-10-25T22:43:36.000Z
great service,Rated 5 out of 5 stars,great service. excellent website.,2023-10-25T22:37:16.000Z
Jimbo,Rated 5 out of 5 stars,Great buying experience,2023-10-25T22:30:15.000Z
"Time out session, debited my account but provided no invoice, super inconvenient on a $6,000 charge.",Rated 1 out of 5 stars,"The whole'session time out' feature on your website is absolute ass. It caused my funds to run out when I needed the order to go through smoothly.Contacting Customer Support said 'we are so sorry for the inconvenience but there is nothing we can do.'Being sorry doesn't fix the fact that the site's session loss is what caused the transaction to do a weird pending hit, and now I have to wait for over $6,000 to be refunded to my account again as the amount was debited out.In addition to support, not even offering solutions or merit for the 'inconvenience and just scripting a sorry' does not make me confident in your site.",2023-10-25T22:18:28.000Z
Always a pleasure,Rated 5 out of 5 stars,"Things are easy to find, lots in stock, prices are better than in Canada.",2023-10-25T20:36:56.000Z
Easy,Rated 5 out of 5 stars,Easy to find what I wanted and easy to order.,2023-10-25T20:17:24.000Z
All my info was in place and it took…,Rated 5 out of 5 stars,All my info was in place and it took less than 4 minutes to find what I wanted and have it ordered.,2023-10-25T20:10:36.000Z
easy to use,Rated 5 out of 5 stars,"easy to use, vast selection.",2023-10-25T19:48:32.000Z
Called for expert advice and…,Rated 5 out of 5 stars,Called and asked expert advice and discovered the lens I was about to buy was for DX not an FX camera system! Purchased a different lens. Getting it right BEFORE purchase and shipping helps everyone.,2023-10-25T19:44:36.000Z
smooth transaction,Rated 5 out of 5 stars,smooth and easy,2023-10-25T19:19:09.000Z
Great inventory of ordering equipment.,Rated 5 out of 5 stars,,2023-10-25T19:10:10.000Z
always easy to find items and order…,Rated 5 out of 5 stars,always easy to find items and order quickly from web site,2023-10-25T18:34:34.000Z
easy shopping for high quality stuff,Rated 5 out of 5 stars,,2023-10-25T18:34:13.000Z
They saved me money on a great Brother…,Rated 5 out of 5 stars,They saved me money on a great Brother Printer,2023-10-25T17:59:36.000Z
So much information on the product!,Rated 5 out of 5 stars,So much information on the product and user of the product reviews and input.  Wonderful!,2023-10-25T17:34:24.000Z
Joe immediately went to find an answer,Rated 5 out of 5 stars,Joe immediately went to find out the answer to a question he did not know. I appreciated how diligence.,2023-10-25T17:27:42.000Z
great price and…reasonable shipping,Rated 5 out of 5 stars,had what I needed at a great price and very reasonable shipping rates,2023-10-25T17:22:56.000Z
easy to oink cartridgerder fast shipping,Rated 5 out of 5 stars,easy to order fast shipping,2023-10-25T17:02:21.000Z
Efficient,Rated 5 out of 5 stars,Easy to search out item. Easy to order.,2023-10-25T16:53:21.000Z
THE BEST,Rated 5 out of 5 stars,THE BEST PRICES AND SERVICE,2023-10-25T16:21:08.000Z
Easy to navigate thru my options,Rated 5 out of 5 stars,"Easy to navigate thru my options, all items in stock, helpful to save $ thru Payboo",2023-10-25T16:15:19.000Z
Shopping online from B@H is very easy,Rated 5 out of 5 stars,Shopping online from B@H is very easy. i have been a B@H customer for years. I always visit the store when i am in NYC.The best camera store in the world.,2023-10-25T13:16:05.000Z
Fast,Rated 5 out of 5 stars,"Fast delivery, professional items available.",2023-10-25T11:16:55.000Z
Website easy to navigate,Rated 5 out of 5 stars,Website easy to navigate. Videos provide additional info that helps customer make informed decisions. Fantastic customer service!,2023-10-25T06:57:39.000Z
This place is the best for camera…,Rated 5 out of 5 stars,This place is the best for camera equipment.,2023-10-25T06:47:48.000Z
Always easy to find what I'm looking…,Rated 5 out of 5 stars,Always easy to find what I'm looking for.,2023-10-25T06:45:26.000Z
I love B&H for my camera needs they…,Rated 5 out of 5 stars,I love B&H for my camera needs they very responsible and I know that I would exactly what I ordered and they make it very easy to order online .,2023-10-25T06:02:24.000Z
B&H has been a reliable source to me…,Rated 5 out of 5 stars,B&H has been a reliable source to me for years. Shipping is fast as well.,2023-10-25T05:51:37.000Z
easy to order,Rated 5 out of 5 stars,easy to oder,2023-10-25T01:19:44.000Z
Great experience,Rated 5 out of 5 stars,B&H had exactly the product I wanted at a good price.,2023-10-25T00:25:13.000Z
You have the items I need,Rated 5 out of 5 stars,"You have the items I need, ordering is easy.",2023-10-25T00:21:15.000Z
My purchased was quick and easy,Rated 5 out of 5 stars,My purchased was quick and easy. B & H always !,2023-10-25T00:19:37.000Z
Easy amd Fast,Rated 5 out of 5 stars,Found what i wanted Fast,2023-10-24T23:41:07.000Z
I had trouble checking out.,Rated 3 out of 5 stars,I had trouble checking out.The system didn’t respond.,2023-10-24T23:02:56.000Z
You had what I wanted,Rated 5 out of 5 stars,You had what I wanted at a price I wanted to pay.,2023-10-24T23:02:12.000Z
Kenneth gave me quick concise guidance,Rated 5 out of 5 stars,Kenneth gave me quick concise guidance. Thanks!,2023-10-24T22:55:48.000Z
Helpful customer support,Rated 5 out of 5 stars,BH always helpful when selecting accessories for my camera equipment,2023-10-24T22:34:35.000Z
User friendly,Rated 5 out of 5 stars,Fast & smooth.,2023-10-24T22:32:44.000Z
The web site is very easy to use and…,Rated 5 out of 5 stars,The web site is very easy to use and had everything I was looking for at great prices.,2023-10-24T22:00:03.000Z
Great selection!!,Rated 5 out of 5 stars,Great selection and easy displays and ordering.,2023-10-24T21:47:05.000Z
Easy and Simple without fluff,Rated 5 out of 5 stars,I was able to find what I wanted and without an extra cost attached.,2023-10-24T21:18:33.000Z
Check out quick and clear.,Rated 5 out of 5 stars,,2023-10-24T21:16:52.000Z
B&H rarely lets me down,Rated 4 out of 5 stars,it was fine. i got helped by a chat agent.I found a decent commercial TV and it is going to be delivered in TWO DAYS!,2023-10-24T21:06:35.000Z
simple searching,Rated 5 out of 5 stars,simple searchingsimple purchasingt,2023-10-24T20:15:45.000Z
Easy to buy,Rated 5 out of 5 stars,"Easy to buy, website is efficient. Check out is streamlined. I have purchased equipment from B&H for years and have always had a great experience.",2023-10-24T20:10:17.000Z
Easy navigation and purchasing on their…,Rated 5 out of 5 stars,Easy navigation and purchasing on their website!,2023-10-24T19:19:51.000Z
Easy (too easy?) to order online.,Rated 5 out of 5 stars,,2023-10-24T19:04:50.000Z
B&H is just the best hands down.,Rated 5 out of 5 stars,,2023-10-24T18:51:17.000Z
good price,Rated 5 out of 5 stars,"good price, easy purchase with no extra steps.",2023-10-24T18:02:30.000Z
Price and service is the best,Rated 5 out of 5 stars,Price and service is the best.  I especially liked the video chat option. So much easier and more efficient.,2023-10-24T17:52:28.000Z
So fair,Rated 5 out of 5 stars,So fair. Very good descriptions on website.,2023-10-24T17:49:06.000Z
Easy process,Rated 5 out of 5 stars,,2023-10-24T17:33:55.000Z
EASY ORDERING FAST SERVICE,Rated 5 out of 5 stars,Love this company. Great prices and fast shipping for free. Prefer to use them always when I can.,2023-10-24T17:15:25.000Z
simple and fast,Rated 5 out of 5 stars,,2023-10-24T17:04:07.000Z
Great support of the staff,Rated 5 out of 5 stars,"Great support of the staff, quick response and quotations at time and international advice and support",2023-10-24T16:39:02.000Z
Very friendly transaction and best price in the market!,Rated 5 out of 5 stars,Very friendly transaction.Price is the best in the market!Thanks,2023-10-24T16:34:10.000Z
B&H is our favorite place for…everything electronics!,Rated 5 out of 5 stars,"B&H is our favorite place for electronics. They always have what we need, they are professional, we get our order extremely timely, and when something goes wrong, they fix it and keep things as seamless as possible.  I cannot say enough great things about B&H and I have colleagues and vendors who also use B&H for the same reasons. Thank you for being consistent, caring, and competent in your field!",2023-10-24T16:32:38.000Z
Excellent service as always,Rated 5 out of 5 stars,,2023-10-24T16:11:51.000Z
found what I need  and it was easy tu…,Rated 5 out of 5 stars,found what I need  and it was easy tu buy,2023-10-24T15:33:15.000Z
Question about compatibility between lens and camera,Rated 5 out of 5 stars,I had a question about compatibility of a lens I wanted to purchase and my existing camera. My question was answered authoritatively and concisely via a text conversation. I placed my order within a few minutes.,2023-10-24T15:16:12.000Z
Easy.....,Rated 4 out of 5 stars,Made ordering easy.,2023-10-24T14:48:48.000Z
Easy,Rated 5 out of 5 stars,Easy to find what we look for and checkout process fast and safe,2023-10-24T10:36:46.000Z
Smooth Transaction,Rated 5 out of 5 stars,"No muss, no fuss.  The product was at teh lowest price of any vendor, it was in stock, and teh transaction went through without any issues.",2023-10-24T06:42:51.000Z
Quick and intuitive checkout,Rated 5 out of 5 stars,Quick and intuitive checkoutEasy peasy,2023-10-24T04:32:23.000Z
Online ordering and payment simple and…,Rated 5 out of 5 stars,Online ordering and payment simple and quick. It is very easy to find your way around the B&H website.,2023-10-24T02:05:17.000Z
Mitch was very helpful in explaining…,Rated 5 out of 5 stars,Mitch was very helpful in explaining how drives and formatting works.  Thanks.,2023-10-24T01:10:23.000Z
Great selection,Rated 5 out of 5 stars,"Great selection, great price and fast free delivery",2023-10-24T01:05:18.000Z
iPhone 7 Questions Professionally Answered,Rated 5 out of 5 stars,"Jay was terrific in answering my questions about an older phone (iPhone 7) and what adapter was needed for using headphones when making and receiving calls.  Once he found the right adapter, I was happy to save time and make the purchase.",2023-10-24T00:19:40.000Z
excellent service,Rated 5 out of 5 stars,,2023-10-23T23:55:19.000Z
Easy ordering. Impressed with delivery time.,Rated 5 out of 5 stars,Easy to use site.,2023-10-23T23:53:04.000Z
In stock,Rated 5 out of 5 stars,"In stock, super easy ordering. & PayBoo!",2023-10-23T23:44:26.000Z
Easy shopping and order process and a…,Rated 5 out of 5 stars,Easy shopping and order process and a great price.,2023-10-23T23:00:10.000Z
Free Shipping and Item in stock and…,Rated 5 out of 5 stars,Free Shipping and Item in stock and color that I wanted.,2023-10-23T22:34:52.000Z
Great selection and sales agents know…,Rated 5 out of 5 stars,Great selection and sales agents know their stuff.,2023-10-23T22:20:19.000Z
Keep going the same way next 50 years,Rated 5 out of 5 stars,"50 years.. Congratulations from a loyal almost 30 years old client..   from all this time, the site looks the same, so it feels familiar and like home.  Nothing to change. Best prices, best shop... and NYC Superstore is a dream.  Keep going, you are in the right way!",2023-10-23T22:18:30.000Z
very easy ordering and a promise of…,Rated 5 out of 5 stars,"very easy ordering and a promise of quick, free delivery",2023-10-23T21:59:04.000Z
easy as 1-2-3,Rated 5 out of 5 stars,,2023-10-23T20:26:11.000Z
Great Prices,Rated 5 out of 5 stars,"Great Prices, fast and easy shopping.",2023-10-23T20:15:28.000Z
Great description and video of product,Rated 5 out of 5 stars,"Items you're looking for are easy to locate on their website.  Descriptions of products are great.  In this case, the 5 minute video showing all the features of the tripod I was looking at was extremely helpful and impressive; it clinched my decision to buy the product.",2023-10-23T19:59:16.000Z
Text chat guidance from Tech support,Rated 5 out of 5 stars,,2023-10-23T19:56:42.000Z
Item was in stock and had good quality…,Rated 5 out of 5 stars,Item was in stock and had good quality information for me to decide the item to purchase.,2023-10-23T19:51:28.000Z
I needed an item and it was so easy to…,Rated 5 out of 5 stars,"I needed an item and it was so easy to find, purchase and get free 2 day shipping!  The shipping was definitely a great surprise!",2023-10-23T19:46:58.000Z
the availability and quick delivery of…,Rated 5 out of 5 stars,the availability and quick delivery of the wire,2023-10-23T19:44:49.000Z
Love B&H!,Rated 5 out of 5 stars,"Love B&H! Good prices, fast and free shipping.As opposed to unvetted third-party vendors on other e-commerce sites, I trust B&H to provide genuine manufacturer's parts when they say that's what you're buying.",2023-10-23T19:35:07.000Z
In stock and good price,Rated 5 out of 5 stars,Products in stock at a good price. I can not comment on service because I have never had to return anything or have any service required. That is a quality in itself.  I can not say that B&H is the cheapest because I dont look anywhere else. I have dealt with B&H for years. They always have what I want. I deal with B&H for their reputation and reliability.,2023-10-23T18:54:45.000Z
Good product advice from the person who…,Rated 5 out of 5 stars,Good product advice from the person who answered my text.,2023-10-23T18:03:40.000Z
Respond quickly.,Rated 5 out of 5 stars,,2023-10-23T17:56:39.000Z
Always easy to find what I need and…,Rated 5 out of 5 stars,Always easy to find what I need and check out with quick shipping....what more could I want?,2023-10-23T17:43:21.000Z
Prompt service,Rated 5 out of 5 stars,Prompt service. Great prices. Friendly and helpful.,2023-10-23T17:38:02.000Z
So far a great experience!,Rated 5 out of 5 stars,Detail and ease in searching for specific features.,2023-10-23T17:35:16.000Z
Easy to do Business With !,Rated 5 out of 5 stars,Everything in Stock and Fast Shipment!,2023-10-23T16:34:08.000Z
Great products at a competitive price!,Rated 5 out of 5 stars,"Great products at a competitive price, free shipping and the PayBoo card countering the sales tax is an added plus. Keep up the great work!!!",2023-10-23T16:00:18.000Z
Easy to use language when navigating on…,Rated 5 out of 5 stars,Easy to use language when navigating on computer. Excellent ways to pay,2023-10-23T15:57:57.000Z
Quick and Easy,Rated 5 out of 5 stars,Probably the best website ordering experience possible. Quick and easy.,2023-10-23T15:29:53.000Z
5 Stars,Rated 5 out of 5 stars,"Great selection, competitive prices, easy checkout, usually super-fast shipping.",2023-10-23T14:52:43.000Z
Always easy to navigate,Rated 5 out of 5 stars,Always easy to navigate. Customer service is always very kind and helpful.,2023-10-23T14:11:07.000Z
Easy to use website and cart/purchasing…,Rated 5 out of 5 stars,Easy to use website and cart/purchasing pages.  Payboo card finally works.,2023-10-23T11:22:20.000Z
Excellent as always.,Rated 5 out of 5 stars,,2023-10-23T09:44:02.000Z
Excellent prices,Rated 5 out of 5 stars,"Excellent prices, product availability, website and product insights.  Cheers,",2023-10-23T04:41:15.000Z
user friendly website,Rated 5 out of 5 stars,very user friendly website. Fast and prompt service.,2023-10-23T02:19:29.000Z
had what I wanted at a fair price,Rated 5 out of 5 stars,had what I wanted at a fair price. Easy check out. On time delivery.,2023-10-22T23:06:49.000Z
I have used B&H for over 15 years,Rated 5 out of 5 stars,I have used B&H for over 15 years. I have found them to be constantly dependable and the customer service one of the most courteous and dependable i tje industry,2023-10-22T22:04:03.000Z
convenience and availability of products,Rated 5 out of 5 stars,,2023-10-22T21:24:02.000Z
Help is always available if you need…,Rated 5 out of 5 stars,"Help is always available if you need it. Courteous, fast and friendly.Checkout is a breeze also !",2023-10-22T18:40:38.000Z
Easy to find product,Rated 5 out of 5 stars,"Easy to find product, good description and easy to check out",2023-10-22T18:19:25.000Z
bh is simply the best option.,Rated 5 out of 5 stars,,2023-10-22T18:18:32.000Z
a little difficult but finally worked,Rated 4 out of 5 stars,,2023-10-22T17:45:36.000Z
BEING a canon/sony artist,Rated 5 out of 5 stars,"BEING a canon/sony artist , its difacult to be sure of a full frame lense  when they are all afs for nikon . needed a lens for my new NIKON D 750 ( a macro for makle ) .... . the website is easy to navigate /the company is the greatest !!!! Unbelievable how much they carry ( I need a new catalogue please ) . I wish you were in canada eh!     mikfrmcan       /// the next 5-10 years will be awesome""with better cameras",2023-10-22T17:35:46.000Z
Easy to find the desired product,Rated 5 out of 5 stars,Easy to find the desired product. Trustworthy staff help in questions section.,2023-10-22T17:15:11.000Z
Great place to shop,Rated 5 out of 5 stars,Very easy to find items. Great selection. Very easy to place order. Always satisfied shopping and buying here!,2023-10-22T17:02:50.000Z
Excellent Website,Rated 5 out of 5 stars,,2023-10-22T16:52:01.000Z
Well organized,Rated 5 out of 5 stars,Well organized. Very informative and very good prices,2023-10-22T16:37:38.000Z
MAKE MY EDITING SIMPLE,Rated 5 out of 5 stars,An easy and manageable experience to edit photos and videos even for non-starters.,2023-10-21T22:34:18.000Z
the staff is good and their discussion helped resolve the problem,Rated 4 out of 5 stars,"The staff was okay but when I needed a humanitarian break,  The Products I had purchased previously, a CF type B card, and the San Disk type B card reader weren't working together. When I was speaking to the chat person, I realized that I ought to trouble shoot the problems and when I replaced the USB-C cable everything worked.  Talking over the problem with an intelligent person resolves issues. Glad to deal with B&H.",2023-10-21T02:51:08.000Z
Always find what I'm looking for…,Rated 5 out of 5 stars,Always find what I'm looking for quickly and B&H has a great selection from which to choose.,2023-10-20T21:06:26.000Z
Website is easy to maneuver,Rated 5 out of 5 stars,Website is easy to maneuver. Check out is straightforward.,2023-10-20T21:05:45.000Z
Super check out process,Rated 5 out of 5 stars,Super check out process. Faster than expected delivery. Great prices.,2023-10-20T20:47:59.000Z
always great,Rated 5 out of 5 stars,satisfactory,2023-10-20T20:13:52.000Z
Lots of good choices,Rated 5 out of 5 stars,Lots of good choices. Great info on all items.,2023-10-20T19:59:29.000Z
Excellent,Rated 5 out of 5 stars,Excellent. I have nicest experince with you guys,2023-10-20T19:53:20.000Z
"Great stuff, great store!",Rated 5 out of 5 stars,Straight forward and easy as usual!,2023-10-20T19:34:42.000Z
So easy to order on your website.,Rated 5 out of 5 stars,,2023-10-20T18:42:08.000Z
Very easy and quick check out.,Rated 5 out of 5 stars,Very easy and quick check out.More likely to come back for other needs.Thanks B&H,2023-10-20T18:27:04.000Z
Easy transactions,Rated 5 out of 5 stars,Easy transactions.  I was able to get what is needed and move on quickly.,2023-10-20T17:39:40.000Z
As easy as 1-2-3,Rated 5 out of 5 stars,Easy to navigate B&H website and to complete the order.,2023-10-20T16:46:01.000Z
Easy as pie,Rated 5 out of 5 stars,Quick and easy search for item,2023-10-20T16:30:52.000Z
easy to navigate website with relevant…,Rated 5 out of 5 stars,easy to navigate website with relevant information,2023-10-20T11:32:25.000Z
the best place for tech shopping,Rated 5 out of 5 stars,"the best place for tech shopping. great prices, quick delivery and best customer service their is!",2023-10-20T11:16:55.000Z
"Fast and easy transaction,",Rated 5 out of 5 stars,,2023-10-20T07:15:47.000Z
Top notch as always,Rated 5 out of 5 stars,Top notch as always. Easy to find and easy to use.,2023-10-20T04:26:25.000Z
Ease of finding right item and placing…,Rated 5 out of 5 stars,Ease of finding right item and placing order.,2023-10-20T03:25:34.000Z
Easily found what I wanted,Rated 5 out of 5 stars,"Easily found what I wanted. Ordering is a breeze, and I have not yet ever had a problem with a shipment from this company.",2023-10-20T01:56:36.000Z
Easy and straight forward,Rated 5 out of 5 stars,,2023-10-20T01:01:32.000Z
Price,Rated 5 out of 5 stars,Your people are knowledgeable and will to do what they can to help you solve whatever the issue.  As always... job well done.,2023-10-20T00:34:17.000Z
You had what I was looking for and it…,Rated 5 out of 5 stars,You had what I was looking for and it was easy to find and order,2023-10-19T23:58:15.000Z
EASY TO ORDER AND THE SALES TEAMS ARE A GREAT HELP,Rated 5 out of 5 stars,EASY TO ORDER NAD THE SALES TEAMS ARE A GREAT HELP!,2023-10-19T23:49:33.000Z
Very easy to navigate check out and…,Rated 5 out of 5 stars,The Best gear at the Best prices!! Very easy to navigate check out and easy to split up payment as needed. Thanks B & H Photo,2023-10-19T23:46:19.000Z
GREAT SITE!,Rated 5 out of 5 stars,,2023-10-19T23:33:01.000Z
Easy and simple check out.,Rated 5 out of 5 stars,,2023-10-19T23:27:00.000Z
Very quick and easy to order,Rated 5 out of 5 stars,"Very quick and easy to order.  Best of all they had it in stock, ready to ship.",2023-10-19T22:58:52.000Z
B&H has everything I need,Rated 5 out of 5 stars,,2023-10-19T22:55:18.000Z
Easy to find what we're looking for,Rated 5 out of 5 stars,Easy to find what we're looking for. Straight forward checkout.,2023-10-19T22:39:00.000Z
Super clear website and options,Rated 5 out of 5 stars,Super clear website and options.   Makes it easy to make the right decisions.,2023-10-19T22:26:03.000Z
Very difficult to apply a gift card on…,Rated 3 out of 5 stars,Very difficult to apply a gift card on mobile. Signed in to desktop and item did not appear in my cart. A page element to show gift card balance instead out dated credit card number. Proceeded OK after going through estate of order routine. On mobile no link to add gift appeared when using Paypal or in regular check out.,2023-10-19T21:43:49.000Z
Full Service Supplier,Rated 5 out of 5 stars,"Not only do they have the Big ticket item ,they also carry the small nuts and bolts you sometimes need to make everything work!",2023-10-19T21:16:14.000Z
Back to the Best,Rated 5 out of 5 stars,I haven't purchased any products from B&H since I was a free- lance videographer.  I needed to purchase some new products and re-found B&H.  They had what I needed and I am very glad they did.  They are an excellent supplier!,2023-10-19T21:11:38.000Z
good service,Rated 5 out of 5 stars,good service.  excellent choice of photo gear,2023-10-19T21:08:02.000Z
Chat answered my question,Rated 5 out of 5 stars,,2023-10-19T21:05:36.000Z
always a good one here,Rated 5 out of 5 stars,,2023-10-19T20:59:05.000Z
You guys hustle,Rated 5 out of 5 stars,You guys hustle. Love the products.   BlessingsRoodoodles.comMichael Haun,2023-10-19T20:55:53.000Z
Easy to find products and easy to…,Rated 5 out of 5 stars,Easy to find products and easy to checkout.,2023-10-19T20:37:05.000Z
great service - always!,Rated 5 out of 5 stars,"fast - the live chats are fantastic, super Knowledgeable. everything is smooth sailing every time.",2023-10-19T20:34:32.000Z
B&H FTW,Rated 5 out of 5 stars,"I love B&H. I've been a customer of theirs for years. I have Amazon Prime too, but for high-end computer and studio gear, B&H is so much better. The customer service is unfailingly awesome, the prices are good, and although I can find a ""better bargain"" on Amazon or eBay, I've been stung before... anything from B&H is going to be authentic and top quality. The ordering process is intuitively smooth and easy. Random crap for daily life: Amazon or eBay.Quality gear you can depend upon: B&H. Keep your browser bookmarks simple.Keep up the good work, B&H team!",2023-10-19T20:22:17.000Z
Excellent Customer Service,Rated 5 out of 5 stars,I'm been purchasing from B&H for years.  Their customer service is the best!  They are extremely knowledgeable about their products and stand behind their customer satisfaction policy.  I would highly recommend purchasing from them!,2023-10-19T20:19:50.000Z
B&H FTW,Rated 5 out of 5 stars,"I love B&H. I have Amazon Prime too, but for high-end computer and studio gear, B&H is so much better. The customer service is unfailingly awesome, the prices are good, and although I can find a ""better bargain"" on Amazon or eBay, I've been stung before... anything from B&H is going to be authentic and top quality. The ordering process is intuitively smooth and easy. Random crap for daily life: Amazon or eBay.Quality gear you can depend upon: B&H. Keep your browser bookmarks simple.Keep up the good work, B&H team!",2023-10-19T20:18:29.000Z
New TV Needed,Rated 5 out of 5 stars,I came to store and saw what I wanted. Just did not see stand but we will see if this works. Man was helpful and show them on site. Great help.,2023-10-19T19:22:42.000Z
Fantastic experience with expert online…,Rated 5 out of 5 stars,Fantastic experience with expert online help while doing.,2023-10-19T19:18:05.000Z
fast online processing with apple pay,Rated 5 out of 5 stars,,2023-10-19T19:02:36.000Z
Intuitive and simple,Rated 5 out of 5 stars,,2023-10-19T19:01:06.000Z
Had a difficult time searching for the…,Rated 4 out of 5 stars,Had a difficult time searching for the Godox CX Cable for the ProPac. Though I did find it. All is good!,2023-10-19T18:43:59.000Z
Good service,Rated 5 out of 5 stars,,2023-10-19T18:39:38.000Z
Well organized website,Rated 5 out of 5 stars,"Well organized website, and B&H is a great company  to deal with.  Be aware that despite the best efforts of B&H, the item description and specifications is sometimes limited by what the manufacturer supplies.  Their staff does their best to answer questions, and they provide good service.  I've dealt with them for years and have no complaints.",2023-10-19T18:36:01.000Z
EASY QUICK AND RELIABLE,Rated 5 out of 5 stars,,2023-10-19T17:24:57.000Z
Easy to order,Rated 5 out of 5 stars,Great description.  good reviews.  Fast delivery,2023-10-19T16:29:58.000Z
Always have what we need with…,Rated 5 out of 5 stars,Always have what we need with knowledgeable staff for questions! Highly recommended!,2023-10-19T16:28:50.000Z
Easy Shopping,Rated 5 out of 5 stars,"Easy to find items that I search for,",2023-10-19T16:17:34.000Z
Always an excellent experience...40+…,Rated 5 out of 5 stars,"Always an excellent experience...40+ year customer. Great products, good prices, and trusted service.",2023-10-19T15:39:38.000Z
Epson EcoTank ET-8500,Rated 5 out of 5 stars,"Easy view of products available, fast and convenient check out.",2023-10-19T14:25:46.000Z
Excellent browsing and products.,Rated 5 out of 5 stars,,2023-10-19T12:53:27.000Z
Fast and easy,Rated 5 out of 5 stars,Fast and easy. Free shipping on a small purchase. Just can't get any easier.,2023-10-19T12:33:12.000Z
It was easy and fast of ordering online.,Rated 5 out of 5 stars,,2023-10-19T09:57:14.000Z
Best products & service!,Rated 5 out of 5 stars,"Best products, easy to shop, fast delivery!",2023-10-19T07:59:51.000Z
easy,Rated 5 out of 5 stars,"easy, clear and quick",2023-10-19T07:05:19.000Z
Quick shipping,Rated 5 out of 5 stars,"Quick shipping, true stock.",2023-10-19T05:48:55.000Z
B&H Photo-Video Always Offers the Best…,Rated 5 out of 5 stars,B&H Photo-Video Always Offers the Best e-Commerce Experience!,2023-10-19T04:53:22.000Z
Since the customer service is useless,Rated 1 out of 5 stars,"Since the customer service is useless, I'm requesting it here. Hoping somebody can help me. I've been emailing back and forth several days requesting if they can refund the money again since my bank rejected it on October 4 (Order #1101738287) for having a positive balance on my credit card. After all the emails I still don't know if this has been issued or not. Can somebody please just tell me if you refunded me the money for second time already?. Thanks!",2023-10-19T03:17:50.000Z
Easy to find what you're looking for,Rated 5 out of 5 stars,Easy to find what you're looking for. Great products and great service.,2023-10-19T03:13:50.000Z
As always Great Service,Rated 5 out of 5 stars,"As always, Web Site s very user friendly, great service...",2023-10-19T02:11:52.000Z
Easy to find what I needed,Rated 5 out of 5 stars,,2023-10-19T00:23:25.000Z
Ordering CLI-42 Ink,Rated 5 out of 5 stars,The website is very easy to order from.,2023-10-18T23:50:31.000Z
Easy to find what I was looking for,Rated 5 out of 5 stars,"Easy to find what I was looking for, easy to pay.",2023-10-18T23:50:03.000Z
The boo works,Rated 4 out of 5 stars,Had a couple challenges with the boo card but CS came through.,2023-10-18T23:35:11.000Z
Don't know how you would have done better,Rated 5 out of 5 stars,"I found what I was looking for it because:1. The stuff was in stock2. The descriptions were good3. Search found them easily4. There were no glitches in the site operationAfter I made my order I added something else. I would have liked a way to combine the order, but given the short time between the two purchases maybe your software will do that automatically",2023-10-18T23:00:45.000Z
Very fast Good  price,Rated 5 out of 5 stars,,2023-10-18T22:10:50.000Z
B&H is My Go-to Photography Store,Rated 5 out of 5 stars,B&H is the place where I shop for all my photography needs.  I have had great experiences with the customer service representatives who are very knowledgeable and give me plenty of in-depth information to consider for my purchases.  Thank you for your high quality selections that fit any budget!,2023-10-18T22:03:48.000Z
Ease of website and respectful-prompt…,Rated 5 out of 5 stars,Ease of website and respectful-prompt customer service ;-),2023-10-18T21:51:12.000Z
No place better in the world to…,Rated 5 out of 5 stars,No place better in the world to purchase my photography needs.  Best customer service. Best employess.  Best products.  Just the BEST!,2023-10-18T20:41:27.000Z
Have what I want,Rated 5 out of 5 stars,"Have what I want, shipping is prompt, well designed web site. Easy to find what I need and can rely on excellent customer service.",2023-10-18T20:33:07.000Z
